"movieId","userId","rating"
"Old School","Zwe", 4.0
"Old School","Erin", 0.0
"Old School","Chris", 5.0
"Old School","Zak", 5.0
"Old School","Matt", 0.0
"Old School","Chris.1", 4.0
"Old School","Josh", 0.0
"Old School","Amy", 3.0
"Old School","Valerie", 3.0
"Old School","Gary", 5.0
"Old School","Stephen", 0.0
"Old School","Jessica", 2.0
"Old School","Jeff", 3.0
"Pootie Tang","Patrick C", 0.0
"Pootie Tang","Heather", 0.0
"Pootie Tang","Bryan", 1.0
"Pootie Tang","Patrick T", 1.0
"Pootie Tang","Thomas", 0.0
"Pootie Tang","aaron", 0.0
"Pootie Tang","vanessa", 1.0
"Pootie Tang","greg", 0.0 
"Pootie Tang","brian", 1.0
"Pootie Tang","ben", 1.0
"Pootie Tang","Katherine", 0.0
"Pootie Tang","Jonathan", 0.0
"Pootie Tang","Zwe", 2.0
"Pootie Tang","Erin", 0.0
"Pootie Tang","Chris", 3.0
"Pootie Tang","Zak", 0.0
"Pootie Tang","Matt", 0.0
"Pootie Tang","Chris.1", 1.0
"Pootie Tang","Josh", 0.0
"Pootie Tang","Amy", 0.0
"Pootie Tang","Valerie", 0.0
"Pootie Tang","Gary", 0.0
"Pootie Tang","Stephen", 0.0
"Pootie Tang","Jessica", 0.0
"Pootie Tang","Jeff", 5.0
"Pulp Fiction","Patrick C", 0.0
"Pulp Fiction","Heather", 0.0
"Pulp Fiction","Bryan", 4.0
"Pulp Fiction","Patrick T", 0.0
"Pulp Fiction","Thomas", 4.0
"Pulp Fiction","aaron", 3.0
"Pulp Fiction","vanessa", 0.0
"Pulp Fiction","greg", 4.0 
"Pulp Fiction","brian", 5.0
"Pulp Fiction","ben", 4.0
"Pulp Fiction","Katherine", 0.0
"Pulp Fiction","Jonathan", 5.0
"Pulp Fiction","Zwe", 4.0
"Pulp Fiction","Erin", 0.0
"Pulp Fiction","Chris", 5.0
"Pulp Fiction","Zak", 5.0
"Pulp Fiction","Matt", 0.0
"Pulp Fiction","Chris.1", 5.0
"Pulp Fiction","Josh", 0.0
"Pulp Fiction","Amy", 4.0
"Pulp Fiction","Valerie", 3.0
"Pulp Fiction","Gary", 3.0
"Pulp Fiction","Stephen", 3.0
"Pulp Fiction","Jessica", 4.0
"Pulp Fiction","Jeff", 3.0
"Scarface","Patrick C", 0.0
"Scarface","Heather", 4.0
"Scarface","Bryan", 0.0
"Scarface","Patrick T", 0.0
"Scarface","Thomas", 5.0
"Scarface","aaron", 4.0
"Scarface","vanessa", 4.0
"Scarface","greg", 4.0 
"Scarface","brian", 0.0
"Scarface","ben", 4.0
"Scarface","Katherine", 0.0
"Scarface","Jonathan", 4.0
"Scarface","Zwe", 0.0
"Scarface","Erin", 0.0
"Scarface","Chris", 3.0
"Scarface","Zak", 3.0
"Scarface","Matt", 0.0
"Scarface","Chris.1", 2.0
"Scarface","Josh", 0.0
"Scarface","Amy", 0.0
"Scarface","Valerie", 4.0
"Scarface","Gary", 3.0
"Scarface","Stephen", 0.0
"Scarface","Jessica", 0.0
"Scarface","Jeff", 0.0
"Shawshank Redemption","Patrick C", 5.0
"Shawshank Redemption","Heather", 0.0
"Shawshank Redemption","Bryan", 5.0
"Shawshank Redemption","Patrick T", 0.0
"Shawshank Redemption","Thomas", 0.0
"Shawshank Redemption","aaron", 5.0
"Shawshank Redemption","vanessa", 0.0
"Shawshank Redemption","greg", 5.0 
"Shawshank Redemption","brian", 5.0
"Shawshank Redemption","ben", 5.0
"Shawshank Redemption","Katherine", 0.0
"Shawshank Redemption","Jonathan", 0.0
"Shawshank Redemption","Zwe", 4.0
"Shawshank Redemption","Erin", 0.0
"Shawshank Redemption","Chris", 4.0
"Shawshank Redemption","Zak", 0.0
"Shawshank Redemption","Matt", 0.0
"Shawshank Redemption","Chris.1", 4.0
"Shawshank Redemption","Josh", 0.0
"Shawshank Redemption","Amy", 2.0
"Shawshank Redemption","Valerie", 5.0
"Shawshank Redemption","Gary", 5.0
"Shawshank Redemption","Stephen", 0.0
"Shawshank Redemption","Jessica", 0.0
"Shawshank Redemption","Jeff", 0.0
"Snakes on a Plane", "Patrick C", 4.0
"Snakes on a Plane","Heather",1.0
"Snakes on a Plane","Bryan", 2.0
"Snakes on a Plane","Patrick T", 0.0
"Snakes on a Plane","Thomas", 4.0
"Snakes on a Plane","aaron", 0.0
"Snakes on a Plane","vanessa", 0.0
"Snakes on a Plane","greg", 0.0 
"Snakes on a Plane","brian", 3.0
"Snakes on a Plane","ben", 2.0
"Snakes on a Plane","Katherine", 0.0
"Snakes on a Plane","Jonathan", 0.0
"Snakes on a Plane","Zwe", 1.0
"Snakes on a Plane","Erin", 0.0
"Snakes on a Plane","Chris", 3.0
"Snakes on a Plane","Zak", 0.0
"Snakes on a Plane","Matt", 1.0
"Snakes on a Plane","Chris.1", 3.0
"Snakes on a Plane","Josh", 0.0
"Snakes on a Plane","Amy", 2.0
"Snakes on a Plane","Valerie", 1.0
"Snakes on a Plane","Gary", 2.0
"Snakes on a Plane","Stephen", 0.0
"Snakes on a Plane","Jessica", 2.0
"Snakes on a Plane","Jeff",1.0
"Spiderman","Patrick C", 4.0
"Spiderman","Heather", 3.0
"Spiderman","Bryan", 4.0
"Spiderman","Patrick T", 4.0
"Spiderman","Thomas", 5.0
"Spiderman","aaron", 3.0
"Spiderman","vanessa", 0.0
"Spiderman","greg", 4.0 
"Spiderman","brian", 4.0
"Spiderman","ben", 4.0
"Spiderman","Katherine", 5.0
"Spiderman","Jonathan", 3.0
"Spiderman","Zwe", 4.0
"Spiderman","Erin", 3.0
"Spiderman","Chris", 2.0
"Spiderman","Zak", 3.0
"Spiderman","Matt", 3.0
"Spiderman","Chris.1", 2.0
"Spiderman","Josh", 4.0
"Spiderman","Amy", 3.0
"Spiderman","Valerie", 5.0
"Spiderman","Gary", 2.0
"Spiderman","Stephen", 3.0
"Spiderman","Jessica", 3.0
"Spiderman","Jeff", 4.0
"Star Wars","Patrick C", 5.0
"Star Wars","Heather", 5.0
"Star Wars","Bryan", 4.0
"Star Wars","Patrick T", 5.0
"Star Wars","Thomas", 5.0
"Star Wars","aaron", 3.0
"Star Wars","vanessa", 3.0
"Star Wars","greg", 5.0 
"Star Wars","brian", 5.0
"Star Wars","ben", 5.0
"Star Wars","Katherine", 5.0
"Star Wars","Jonathan", 5.0
"Star Wars","Zwe", 4.0
"Star Wars","Erin", 3.0
"Star Wars","Chris", 4.0
"Star Wars","Zak", 5.0
"Star Wars","Matt", 0.0
"Star Wars","Chris.1", 5.0
"Star Wars","Josh", 5.0
"Star Wars","Amy", 0.0
"Star Wars","Valerie", 5.0
"Star Wars","Gary", 5.0
"Star Wars","Stephen", 5.0
"Star Wars","Jessica", 5.0
"Star Wars","Jeff", 5.0
"The Dark Knight","Patrick C", 4.0
"The Dark Knight","Heather", 5.0
"The Dark Knight","Bryan", 5.0
"The Dark Knight","Patrick T", 4.0
"The Dark Knight","Thomas", 4.0
"The Dark Knight","aaron", 0.0
"The Dark Knight","vanessa", 0.0
"The Dark Knight","greg", 4.0 
"The Dark Knight","brian", 4.0
"The Dark Knight","ben", 5.0
"The Dark Knight","Katherine", 0.0
"The Dark Knight","Jonathan", 5.0
"The Dark Knight","Zwe", 5.0
"The Dark Knight","Erin", 0.0
"The Dark Knight","Chris", 3.0
"The Dark Knight","Zak", 5.0
"The Dark Knight","Matt", 0.0
"The Dark Knight","Chris.1", 4.0
"The Dark Knight","Josh", 4.0
"The Dark Knight","Amy", 4.0
"The Dark Knight","Valerie", 5.0
"The Dark Knight","Gary", 0.0
"The Dark Knight","Stephen", 4.0
"The Dark Knight","Jessica", 5.0
"The Dark Knight","Jeff", 5.0 
"The Happening","Patrick C", 1.0
"The Happening","Heather", 0.0
"The Happening","Bryan", 0.0
"The Happening","Patrick T", 0.0
"The Happening","Thomas", 1.0
"The Happening","aaron", 0.0
"The Happening","vanessa", 0.0
"The Happening","greg", 0.0 
"The Happening","brian", 2.0
"The Happening","ben", 0.0
"The Happening","Katherine", 0.0
"The Happening","Jonathan", 0.0
"The Happening","Zwe", 1.0
"The Happening","Erin", 0.0
"The Happening","Chris", 1.0
"The Happening","Zak", 1.0
"The Happening","Matt", 0.0
"The Happening","Chris.1", 0.0
"The Happening","Josh", 0.0
"The Happening","Amy", 0.0
"The Happening","Valerie", 1.0
"The Happening","Gary", 0.0
"The Happening","Stephen", 1.0
"The Happening","Jessica", 0.0
"The Happening","Jeff", 0.0
"The Matrix","Patrick C", 3.0
"The Matrix","Heather", 4.0
"The Matrix","Bryan", 3.0
"The Matrix","Patrick T", 5.0
"The Matrix","Thomas", 4.0
"The Matrix","aaron", 4.0
"The Matrix","vanessa", 4.0
"The Matrix","greg", 4.0 
"The Matrix","brian", 5.0
"The Matrix","ben", 4.0
"The Matrix","Katherine", 4.0
"The Matrix","Jonathan", 5.0
"The Matrix","Zwe", 4.0
"The Matrix","Erin", 4.0
"The Matrix","Chris", 4.0
"The Matrix","Zak", 5.0
"The Matrix","Matt", 0.0
"The Matrix","Chris.1", 2.0
"The Matrix","Josh", 5.0
"The Matrix","Amy", 5.0
"The Matrix","Valerie", 4.0
"The Matrix","Gary", 2.0
"The Matrix","Stephen", 5.0
"The Matrix","Jessica", 0.0
"The Matrix","Jeff", 5.0
"Toy Story","Patrick C", 4.0
"Toy Story","Heather", 3.0
"Toy Story","Bryan", 3.0
"Toy Story","Patrick T", 4.0
"Toy Story","Thomas", 4.0
"Toy Story","aaron", 5.0
"Toy Story","vanessa", 4.0
"Toy Story","greg", 5.0 
"Toy Story","brian", 5.0
"Toy Story","ben", 5.0
"Toy Story","Katherine", 5.0
"Toy Story","Jonathan", 5.0
"Toy Story","Zwe", 4.0
"Toy Story","Erin", 5.0
"Toy Story","Chris", 3.0
"Toy Story","Zak", 4.0
"Toy Story","Matt", 4.0
"Toy Story","Chris.1", 4.0
"Toy Story","Josh", 4.0
"Toy Story","Amy", 4.0
"Toy Story","Valerie", 5.0
"Toy Story","Gary", 4.0
"Toy Story","Stephen", 4.0
"Toy Story","Jessica", 5.0
"Toy Story","Jeff", 5.0 
"Village","Patrick C", 0.0
"Village","Heather", 2.0
"Village","Bryan", 3.0
"Village","Patrick T", 1.0
"Village","Thomas", 1.0
"Village","aaron", 0.0
"Village","vanessa", 2.0
"Village","greg", 0.0 
"Village","brian", 4.0
"Village","ben", 3.0
"Village","Katherine", 0.0
"Village","Jonathan", 0.0
"Village","Zwe", 4.0
"Village","Erin", 0.0
"Village","Chris", 3.0
"Village","Zak", 4.0
"Village","Matt", 0.0
"Village","Chris.1", 1.0
"Village","Josh", 4.0
"Village","Amy", 0.0
"Village","Valerie", 2.0
"Village","Gary", 0.0
"Village","Stephen", 2.0
"Village","Jessica", 0.0
"Village","Jeff", 2.0 
"You Got Mail","Patrick C", 1.0
"You Got Mail","Heather", 0.0
"You Got Mail","Bryan", 1.0
"You Got Mail","Patrick T", 1.0
"You Got Mail","Thomas", 1.0
"You Got Mail","aaron", 3.0
"You Got Mail","vanessa", 0.0
"You Got Mail","greg", 0.0 
"You Got Mail","brian", 3.0
"You Got Mail","ben", 0.0
"You Got Mail","Katherine", 0.0
"You Got Mail","Jonathan", 2.0
"You Got Mail","Zwe", 2.0
"You Got Mail","Erin", 0.0
"You Got Mail","Chris", 0.0
"You Got Mail","Zak", 2.0
"You Got Mail","Matt", 0.0
"You Got Mail","Chris.1", 1.0
"You Got Mail","Josh", 0.0
"You Got Mail","Amy", 2.0
"You Got Mail","Valerie", 2.0
"You Got Mail","Gary", 1.0
"You Got Mail","Stephen", 2.0
"You Got Mail",Jessica", 0.0
"You Got Mail", "Jeff", 2.0
